event,date,venue,round,match,team,fan_vote_count,judge,category,score,total_fan_votes
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Comfort Fedoke,Technical Execution + Authenticity,7.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Comfort Fedoke,Spacing,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Comfort Fedoke,Projection/Communication,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Comfort Fedoke,Stamina,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Choreography Complexity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Staging,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Musicality,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Creativity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Stylistic Athleticism,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Cleanliness,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Technical Execution + Authenticity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Spacing,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Projection/Communication,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Comfort Fedoke,Stamina,10.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Choreography Complexity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Staging,7.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Musicality,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Creativity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Stylistic Athleticism,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Cleanliness,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Technical Execution + Authenticity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Spacing,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Projection/Communication,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Shaun Evaristo,Stamina,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Choreography Complexity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Staging,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Musicality,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Creativity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Stylistic Athleticism,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Cleanliness,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Technical Execution + Authenticity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Spacing,7.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Projection/Communication,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Shaun Evaristo,Stamina,10.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Choreography Complexity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Staging,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Musicality,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Creativity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Stylistic Athleticism,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Cleanliness,7.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Technical Execution + Authenticity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Spacing,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Projection/Communication,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Chonique Sneed,Stamina,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Choreography Complexity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Staging,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Musicality,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Creativity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Stylistic Athleticism,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Cleanliness,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Technical Execution + Authenticity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Spacing,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Projection/Communication,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Chonique Sneed,Stamina,10.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Choreography Complexity,7.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Staging,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Musicality,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Creativity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Stylistic Athleticism,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Cleanliness,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Technical Execution + Authenticity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Spacing,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Projection/Communication,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,JAM REPUBLIC,1733,Arnel Calvario,Stamina,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Choreography Complexity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Staging,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Musicality,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Creativity,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Stylistic Athleticism,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Cleanliness,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Technical Execution + Authenticity,8.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Spacing,9.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Projection/Communication,10.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,1,GRV,7442,Arnel Calvario,Stamina,10.0,9175
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Choreography Complexity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Staging,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Musicality,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Creativity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Stylistic Athleticism,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Cleanliness,6.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Technical Execution + Authenticity,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Spacing,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Projection/Communication,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Stephen Grey,Stamina,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Choreography Complexity,6.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Staging,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Musicality,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Creativity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Stylistic Athleticism,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Cleanliness,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Technical Execution + Authenticity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Spacing,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Projection/Communication,10.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Stephen Grey,Stamina,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Choreography Complexity,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Staging,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Musicality,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Creativity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Stylistic Athleticism,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Cleanliness,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Technical Execution + Authenticity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Spacing,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Projection/Communication,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Mel Charlot,Stamina,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Choreography Complexity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Staging,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Musicality,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Creativity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Stylistic Athleticism,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Cleanliness,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Technical Execution + Authenticity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Spacing,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Projection/Communication,10.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Mel Charlot,Stamina,10.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Choreography Complexity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Staging,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Musicality,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Creativity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Stylistic Athleticism,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Cleanliness,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Technical Execution + Authenticity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Spacing,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Projection/Communication,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Comfort Fedoke,Stamina,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Choreography Complexity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Staging,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Musicality,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Creativity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Stylistic Athleticism,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Cleanliness,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Technical Execution + Authenticity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Spacing,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Projection/Communication,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Comfort Fedoke,Stamina,10.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Choreography Complexity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Staging,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Musicality,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Creativity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Stylistic Athleticism,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Cleanliness,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Technical Execution + Authenticity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Spacing,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Projection/Communication,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Shaun Evaristo,Stamina,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Choreography Complexity,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Staging,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Musicality,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Creativity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Stylistic Athleticism,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Cleanliness,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Technical Execution + Authenticity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Spacing,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Projection/Communication,10.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Shaun Evaristo,Stamina,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Choreography Complexity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Staging,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Musicality,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Creativity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Stylistic Athleticism,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Cleanliness,7.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Technical Execution + Authenticity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Spacing,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Projection/Communication,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Chonique Sneed,Stamina,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Choreography Complexity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Staging,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Musicality,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Creativity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Stylistic Athleticism,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Cleanliness,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Technical Execution + Authenticity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Spacing,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Projection/Communication,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Chonique Sneed,Stamina,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Choreography Complexity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Staging,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Musicality,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Creativity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Stylistic Athleticism,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Cleanliness,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Technical Execution + Authenticity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Spacing,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Projection/Communication,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,QUICK STYLE,1008,Arnel Calvario,Stamina,10.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Choreography Complexity,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Staging,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Musicality,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Creativity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Stylistic Athleticism,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Cleanliness,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Technical Execution + Authenticity,9.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Spacing,8.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Projection/Communication,10.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,2,1MILLION,7967,Arnel Calvario,Stamina,10.0,8975
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Choreography Complexity,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Staging,8.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Musicality,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Creativity,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Stylistic Athleticism,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Cleanliness,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Technical Execution + Authenticity,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Spacing,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Projection/Communication,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Stephen Grey,Stamina,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Choreography Complexity,8.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Staging,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Musicality,8.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Creativity,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Stylistic Athleticism,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Cleanliness,8.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Technical Execution + Authenticity,7.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Spacing,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Projection/Communication,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Stephen Grey,Stamina,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Choreography Complexity,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Staging,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Musicality,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Creativity,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Stylistic Athleticism,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Cleanliness,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Technical Execution + Authenticity,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Spacing,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Projection/Communication,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,BROTHERHOOD,8432,Mel Charlot,Stamina,10.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Mel Charlot,Choreography Complexity,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Mel Charlot,Staging,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Mel Charlot,Musicality,9.0,10521
Sydney,2026-06-20,The Hordern Pavillion,1,3,ROYAL FAMILY,2089,Mel Charlot,Creativity,8.0,10521
