event,date,venue,round,match,team,fan_vote_count,judge,category,score,total_fan_votes
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Chonique Sneed,Cleanliness,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Chonique Sneed,Technical Execution + Authenticity,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Chonique Sneed,Spacing,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Chonique Sneed,Projection/Communication,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Chonique Sneed,Stamina,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Choreography Complexity,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Staging,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Musicality,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Creativity,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Stylistic Athleticism,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Cleanliness,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Technical Execution + Authenticity,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Spacing,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Projection/Communication,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Chonique Sneed,Stamina,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Choreography Complexity,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Staging,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Musicality,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Creativity,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Stylistic Athleticism,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Cleanliness,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Technical Execution + Authenticity,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Spacing,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Projection/Communication,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,Jamal Sims,Stamina,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Choreography Complexity,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Staging,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Musicality,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Creativity,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Stylistic Athleticism,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Cleanliness,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Technical Execution + Authenticity,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Spacing,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Projection/Communication,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,Jamal Sims,Stamina,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Choreography Complexity,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Staging,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Musicality,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Creativity,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Stylistic Athleticism,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Cleanliness,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Technical Execution + Authenticity,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Spacing,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Projection/Communication,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,Jamal Sims,Stamina,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Choreography Complexity,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Staging,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Musicality,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Creativity,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Stylistic Athleticism,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Cleanliness,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Technical Execution + Authenticity,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Spacing,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Projection/Communication,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,BROTHERHOOD,1527,LaTasha Barnes,Stamina,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Choreography Complexity,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Staging,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Musicality,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Creativity,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Stylistic Athleticism,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Cleanliness,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Technical Execution + Authenticity,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Spacing,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Projection/Communication,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,QUICK STYLE,268,LaTasha Barnes,Stamina,10.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Choreography Complexity,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Staging,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Musicality,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Creativity,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Stylistic Athleticism,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Cleanliness,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Technical Execution + Authenticity,8.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Spacing,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Projection/Communication,9.0,1950
New York,2026-05-02,Hammerstein Ballroom,2,1,ROYAL FAMILY,155,LaTasha Barnes,Stamina,10.0,1950
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Choreography Complexity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Staging,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Musicality,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Creativity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Stylistic Athleticism,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Cleanliness,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Technical Execution + Authenticity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Cheyenne Kibblewhite,Stamina,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Choreography Complexity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Staging,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Musicality,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Creativity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Stylistic Athleticism,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Cleanliness,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Technical Execution + Authenticity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Cheyenne Kibblewhite,Stamina,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Choreography Complexity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Staging,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Musicality,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Creativity,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Stylistic Athleticism,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Cleanliness,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Technical Execution + Authenticity,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Handy Yacinthe,Stamina,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Choreography Complexity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Staging,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Musicality,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Creativity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Stylistic Athleticism,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Cleanliness,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Technical Execution + Authenticity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Spacing,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Handy Yacinthe,Stamina,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Choreography Complexity,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Staging,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Musicality,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Creativity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Stylistic Athleticism,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Cleanliness,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Technical Execution + Authenticity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Projection/Communication,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Stephen Grey,Stamina,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Choreography Complexity,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Staging,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Musicality,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Creativity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Stylistic Athleticism,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Cleanliness,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Technical Execution + Authenticity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Spacing,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Projection/Communication,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Stephen Grey,Stamina,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Choreography Complexity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Staging,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Musicality,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Creativity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Stylistic Athleticism,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Cleanliness,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Technical Execution + Authenticity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Comfort Fedoke,Stamina,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Choreography Complexity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Staging,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Musicality,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Creativity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Stylistic Athleticism,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Cleanliness,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Technical Execution + Authenticity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Comfort Fedoke,Stamina,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Choreography Complexity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Staging,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Musicality,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Creativity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Stylistic Athleticism,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Cleanliness,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Technical Execution + Authenticity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Projection/Communication,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Carlos Irizarry,Stamina,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Choreography Complexity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Staging,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Musicality,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Creativity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Stylistic Athleticism,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Cleanliness,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Technical Execution + Authenticity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Carlos Irizarry,Stamina,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Choreography Complexity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Staging,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Musicality,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Creativity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Stylistic Athleticism,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Cleanliness,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Technical Execution + Authenticity,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,ROYAL FAMILY,1889,Nicolas Begin,Stamina,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Choreography Complexity,7.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Staging,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Musicality,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Creativity,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Stylistic Athleticism,8.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Cleanliness,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Technical Execution + Authenticity,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Spacing,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Projection/Communication,9.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,1,1MILLION,5890,Nicolas Begin,Stamina,10.0,7779
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Choreography Complexity,8.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Staging,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Musicality,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Creativity,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Stylistic Athleticism,8.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Cleanliness,8.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Technical Execution + Authenticity,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Spacing,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Projection/Communication,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,QUICK STYLE,1024,Cheyenne Kibblewhite,Stamina,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Choreography Complexity,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Staging,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Musicality,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Creativity,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Stylistic Athleticism,8.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Cleanliness,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Technical Execution + Authenticity,8.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Spacing,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Projection/Communication,9.0,8733
Vancouver,2026-05-23,Thunderbird Sports Centre,1,2,JAM REPUBLIC,7709,Cheyenne Kibblewhite,Stamina,9.0,8733
